timestamp_utc,dataset,model,seed,device,epochs,final_train_accuracy,final_train_loss,validation_loss,validation_accuracy,macro_precision,macro_recall,macro_f1,weighted_precision,weighted_recall,weighted_f1,micro_precision,micro_recall,micro_f1,balanced_accuracy,total_parameters,trainable_parameters,non_trainable_parameters,inference_forward_time_s,inference_latency_ms_per_sample,inference_latency_ms_per_batch,inference_throughput_samples_per_s,training_time_s,evaluation_time_s,total_runtime_s,checkpoint_path
20260326T145129Z,aril,prunedAttentionGRU,42,Tesla V100S-PCIE-32GB,100,0.9999626642771804,0.031993396744897575,0.13389803908711714,0.9820143884892086,0.982632858107782,0.9816065520967044,0.9818822930983372,0.9825360402082155,0.9820143884892086,0.982042361502503,0.9820143884892086,0.9820143884892086,0.9820143884892086,0.9816065520967044,163750,82118,81632,0.20302814900060184,0.7303170827359778,67.67604966686729,1369.2682584579734,4310.952234144992,14.64332307400764,4334.114432111994,/gpfs/workdir/balazsk/prunedAttentionGRU/results/training_jobs/20260326T145129Z_aril/model.pt
