timestamp_utc,dataset,model,seed,device,epochs,final_train_accuracy,final_train_loss,validation_loss,validation_accuracy,macro_precision,macro_recall,macro_f1,weighted_precision,weighted_recall,weighted_f1,micro_precision,micro_recall,micro_f1,balanced_accuracy,total_parameters,trainable_parameters,non_trainable_parameters,inference_forward_time_s,inference_latency_ms_per_sample,inference_latency_ms_per_batch,inference_throughput_samples_per_s,pre_training_time_s,fine_tuning_time_s,pruning_s,pruning_k,finetune_epochs,finetune_lr,training_time_s,evaluation_time_s,total_runtime_s,checkpoint_path
20260328T000619Z,signfi,prunedAttentionGRU,42,Tesla V100S-PCIE-32GB,100,1.0,0.023404601050518618,0.11202603535375734,0.9855072463768116,0.9802371541501976,0.9782608695652174,0.9766404873124241,0.9927536231884058,0.9855072463768116,0.9867102704059225,0.9855072463768116,0.9855072463768116,0.9855072463768116,0.9860557768924303,74223,74223,0,0.35617614607326686,0.6452466414370777,71.23522921465337,1549.7949710715645,8089.035111527075,802.0336056499509,0.9,0.7,10,0.0001,8891.068717177026,26.87718683294952,8958.870789972018,/gpfs/workdir/balazsk/prunedAttentionGRU/results/training_jobs/20260328T000619Z_signfi/model.pt
