timestamp_utc,dataset,model,seed,device,epochs,final_train_accuracy,final_train_loss,validation_loss,validation_accuracy,macro_precision,macro_recall,macro_f1,weighted_precision,weighted_recall,weighted_f1,micro_precision,micro_recall,micro_f1,balanced_accuracy,total_parameters,trainable_parameters,non_trainable_parameters,inference_forward_time_s,inference_latency_ms_per_sample,inference_latency_ms_per_batch,inference_throughput_samples_per_s,pre_training_time_s,fine_tuning_time_s,pruning_s,pruning_k,finetune_epochs,finetune_lr,training_time_s,evaluation_time_s,total_runtime_s,checkpoint_path
20260331T102238Z,stanfi,prunedAttentionGRU,42,NVIDIA A100-SXM4-40GB,77,1.0,0.04472349665898463,0.04989445012695384,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,68037,68037,0,9.897319123148918,20.749096694232534,329.9106374382973,48.194869142325715,75854.7768101939,9941.410311139654,0.9,0.7,10,0.0001,85796.18712133355,305.58970920788124,86128.05812567892,/gpfs/workdir/balazsk/prunedAttentionGRU/results/training_jobs_stanfi/20260331T102238Z_stanfi/model.pt
