timestamp_utc,dataset,model,seed,device,epochs,final_train_accuracy,final_train_loss,validation_loss,validation_accuracy,macro_precision,macro_recall,macro_f1,weighted_precision,weighted_recall,weighted_f1,micro_precision,micro_recall,micro_f1,balanced_accuracy,total_parameters,trainable_parameters,non_trainable_parameters,inference_forward_time_s,inference_latency_ms_per_sample,inference_latency_ms_per_batch,inference_throughput_samples_per_s,pre_training_time_s,fine_tuning_time_s,pruning_s,pruning_k,finetune_epochs,finetune_lr,training_time_s,evaluation_time_s,total_runtime_s,checkpoint_path
20260327T142902Z,aril,prunedAttentionGRU,42,Tesla V100S-PCIE-32GB,100,1.0,0.030022709656021645,0.12507836488511065,0.9820143884892086,0.9827806122448979,0.9814276485788115,0.9816570968457631,0.9826827313659277,0.9820143884892086,0.9819132360566843,0.9820143884892086,0.9820143884892086,0.9820143884892086,0.9814276485788115,57826,57826,0,0.1934517789632082,0.6958697085007489,64.4839263210694,1437.0506256904036,4195.7779328740435,419.3991270030383,0.9,0.7,10,0.0001,4615.177059877082,13.964155680965632,4635.615353947971,/gpfs/workdir/balazsk/prunedAttentionGRU/results/training_jobs/20260327T142902Z_aril/model.pt
