timestamp_utc,dataset,model,seed,device,epochs,final_train_accuracy,final_train_loss,validation_loss,validation_accuracy,macro_precision,macro_recall,macro_f1,weighted_precision,weighted_recall,weighted_f1,micro_precision,micro_recall,micro_f1,balanced_accuracy,total_parameters,trainable_parameters,non_trainable_parameters,inference_forward_time_s,inference_latency_ms_per_sample,inference_latency_ms_per_batch,inference_throughput_samples_per_s,training_time_s,evaluation_time_s,total_runtime_s,checkpoint_path
20260326T160344Z,har-1,prunedAttentionGRU,42,Tesla V100S-PCIE-32GB,100,1.0,0.010323477975368776,0.009767146905263265,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,203556,102020,101536,0.6255492460040841,0.4344091986139473,52.129103833673675,2301.977037297234,16928.19758008499,58.52436163899256,17009.406634112995,/gpfs/workdir/balazsk/prunedAttentionGRU/results/training_jobs/20260326T160344Z_har-1/model.pt
