timestamp_utc,dataset,model,seed,device,epochs,final_train_accuracy,final_train_loss,validation_loss,validation_accuracy,macro_precision,macro_recall,macro_f1,weighted_precision,weighted_recall,weighted_f1,micro_precision,micro_recall,micro_f1,balanced_accuracy,total_parameters,trainable_parameters,non_trainable_parameters,inference_forward_time_s,inference_latency_ms_per_sample,inference_latency_ms_per_batch,inference_throughput_samples_per_s,training_time_s,evaluation_time_s,total_runtime_s,checkpoint_path
20260326T232842Z,signfi,prunedAttentionGRU,42,Tesla V100S-PCIE-32GB,100,1.0,0.021392220232527622,0.07561140604641127,0.9945652173913043,0.9930278884462151,0.9926958831341302,0.9921836463669134,0.9941123188405797,0.9945652173913043,0.9935645272601796,0.9945652173913043,0.9945652173913043,0.9945652173913043,0.9926958831341302,210484,105620,104864,0.3522916510119103,0.638209512702736,70.45833020238206,1566.883570514528,7756.057947229012,27.813278574991273,7826.017466082994,/gpfs/workdir/balazsk/prunedAttentionGRU/results/training_jobs/20260326T232842Z_signfi/model.pt
