timestamp_utc,dataset,model,seed,device,epochs,final_train_accuracy,final_train_loss,validation_loss,validation_accuracy,macro_precision,macro_recall,macro_f1,weighted_precision,weighted_recall,weighted_f1,micro_precision,micro_recall,micro_f1,balanced_accuracy,total_parameters,trainable_parameters,non_trainable_parameters,inference_forward_time_s,inference_latency_ms_per_sample,inference_latency_ms_per_batch,inference_throughput_samples_per_s,pre_training_time_s,fine_tuning_time_s,pruning_s,pruning_k,finetune_epochs,finetune_lr,training_time_s,evaluation_time_s,total_runtime_s,checkpoint_path
20260327T154618Z,har-1,prunedAttentionGRU,42,Tesla V100S-PCIE-32GB,100,1.0,0.00905119598524093,0.009430729877203703,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,71737,71737,0,0.6183177459752187,0.42938732359390186,51.52647883126823,2328.8996788031914,17410.283776593045,1744.5799923159648,0.9,0.7,10,0.0001,19154.86376890901,57.751788100926206,19235.585140278097,/gpfs/workdir/balazsk/prunedAttentionGRU/results/training_jobs/20260327T154618Z_har-1/model.pt
