timestamp_utc,dataset,model,seed,device,epochs,final_train_accuracy,final_train_loss,validation_loss,validation_accuracy,macro_precision,macro_recall,macro_f1,weighted_precision,weighted_recall,weighted_f1,micro_precision,micro_recall,micro_f1,balanced_accuracy,total_parameters,trainable_parameters,non_trainable_parameters,inference_forward_time_s,inference_latency_ms_per_sample,inference_latency_ms_per_batch,inference_throughput_samples_per_s,training_time_s,evaluation_time_s,total_runtime_s,checkpoint_path
20260326T204713Z,har-3,prunedAttentionGRU,42,Tesla V100S-PCIE-32GB,100,1.0,0.020964203723188905,0.038615218846753424,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,320357,160421,159936,0.3840016739850398,1.5933679418466382,192.0008369925199,627.6014307411301,9558.70228322901,35.68600844501634,9689.183900819015,/gpfs/workdir/balazsk/prunedAttentionGRU/results/training_jobs/20260326T204713Z_har-3/model.pt
